,scenario,id_feature,short_clear_motivation,score,model_name,model_size,environment,model_name_understanding,model_size_understanding
18,002-smart_agriculture,2,"Blueprint does not mention WiFi devices, code does not implement WiFi functions.",100.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
19,002-smart_agriculture,3,Valid Python code with correct functions and commands.,100.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
20,003-smart_agriculture,0,The code only contains JSON objects and lacks any Python syntax,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
21,003-smart_agriculture,1,No LoRa code implementation despite LoRa devices described in blueprint,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
22,003-smart_agriculture,2,No WiFi code implementation despite WiFi devices described in blueprint,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
23,003-smart_agriculture,3,No correct Python functions or commands found,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
24,001-smart_agriculture,0,Basic Python structure validation,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
25,001-smart_agriculture,1,LoRa setup and function implementation based on blueprint,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
26,001-smart_agriculture,2,"No WiFi devices required, hence no need for WiFi functions",100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
27,001-smart_agriculture,3,General code correctness and function availability,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
28,002-smart_agriculture,0,Basic code structure and syntax check,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
29,002-smart_agriculture,1,LoRa functionality implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
30,002-smart_agriculture,2,WiFi functionality implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
31,002-smart_agriculture,3,General Python code correctness,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
32,003-smart_agriculture,0,"The code does not exist, thus it's not possible to evaluate syntax or function definition.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
33,003-smart_agriculture,1,"The code does not exist, thus it's not possible to evaluate LoRa implementation.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
34,003-smart_agriculture,2,"The code does not exist, thus it's not possible to evaluate WiFi implementation.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
35,003-smart_agriculture,3,"The code does not exist, thus it's not possible to evaluate the presence of any correct functions.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
36,001-smart_agriculture,0,"Valid Python code with functions, calls, and execution.",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
37,001-smart_agriculture,1,"LoRa functions implemented correctly using gRPC, matching blueprint.",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
38,001-smart_agriculture,2,WiFi configuration implemented but not using Fabric Framework.,40.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
39,001-smart_agriculture,3,Python functions are correctly implemented.,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
40,002-smart_agriculture,0,"Valid Python code, functions defined, calls present, sufficient length, and execution present",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
41,002-smart_agriculture,1,"Valid Python, LoRa functions implemented as required by JSON, setup via gRPC",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
42,002-smart_agriculture,2,"Valid Python code, wifi functions implemented as required by JSON, setup via Fabric Framework",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
43,002-smart_agriculture,3,Valid Python code and functions present,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
44,003-smart_agriculture,0,"The PYTHON SOURCE-CODE has no syntax errors and defines functions, function calls, variable declarations, and contains function and instruction execution.",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
45,003-smart_agriculture,1,"The PYTHON SOURCE-CODE implements LoRa functions, as the JSON BLUEPRINT requires LoRa devices, gRPC function calls and do not use WiFi parameters wrongly",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
46,003-smart_agriculture,2,"The PYTHON SOURCE-CODE does not implement WiFi functions, as the JSON BLUEPRINT does not require WiFi devices.",0.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
47,003-smart_agriculture,3,The PYTHON SOURCE-CODE provides correct Python functions and commands.,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
48,001-smart_agriculture,0,"Valid Python code, functions, calls, variable declarations, and instruction execution are present.",100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
49,001-smart_agriculture,1,LoRa setup using gRPC functions is implemented according to the JSON blueprint.,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
50,001-smart_agriculture,2,WiFi configuration implemented using Fabric as requested.,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
51,001-smart_agriculture,3,Valid Python code and functions are provided.,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
52,002-smart_agriculture,0,"Valid Python code, functions defined, function calls present, sufficient code length, and instruction execution",100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
53,002-smart_agriculture,1,"Valid Python code and the JSON Blueprint includes a description of LoRa devices, then the PYTHON SOURCE-CODE MUST implement functions to set up LoRa using gRPC calls.",100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
54,002-smart_agriculture,2,"Valid Python code, the JSON Blueprint doest not require WiFi devices, then the PYTHON SOURCE-CODE MUST NOT implement WiFi functions. (Score = 0 if WiFi related functions are implemented).",0.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
55,002-smart_agriculture,3,Valid Python code with LoRa gRPC calls and WiFi fabric framwork missing.,60.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
56,003-smart_agriculture,0,Basic code structure validation,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
57,003-smart_agriculture,1,LoRa configuration and setup,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
58,003-smart_agriculture,2,WiFi configuration and usage,0.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
59,003-smart_agriculture,3,General Python code validity,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
60,001-smart_agriculture,0,Basic code structure and syntax check,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
61,001-smart_agriculture,1,LoRa functionality verification,60.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
62,001-smart_agriculture,2,WiFi functionality verification,0.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
63,001-smart_agriculture,3,Generic code correctness check,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
64,002-smart_agriculture,0,Basic code structure and function definition,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
65,002-smart_agriculture,1,LoRa setup via gRPC and configuration functions,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
66,002-smart_agriculture,2,WiFi setup via Fabric Framework,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
67,002-smart_agriculture,3,General code validity and function calls,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
68,003-smart_agriculture,0,"Valid Python, functions, calls, variables, and instruction execution are present",80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
69,003-smart_agriculture,1,LoRa setup with gRPC matches blueprint requirements,80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
70,003-smart_agriculture,2,WiFi setup with Fabric matches blueprint requirements,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
71,003-smart_agriculture,3,Valid Python functions are present,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
72,001-smart_city,0,"Valid Python code, function/instruction execution, defines functions and variable declarations",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
73,001-smart_city,1,"Implements LoRa setup via gRPC as required, no WiFi parameters misuse",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
74,001-smart_city,2,"Implements WiFi setup using Fabric, configures hostapd and dnsmasq",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
75,001-smart_city,3,"Valid Python code, provides correct Python functions and commands",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
76,002-smart_city,0,"Valid Python, defines/calls functions, and has sufficient code",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
77,002-smart_city,1,Implements LoRa setup using gRPC as required by the blueprint,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
78,002-smart_city,2,"Implements WiFi setup, but not using Fabric as required",40.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
79,002-smart_city,3,"Valid Python code, provides correct Python functions and commands",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
80,003-smart_city,0,"Valid Python code, functions, and basic execution present",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
81,003-smart_city,1,LoRa setup implemented via gRPC as described in JSON,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
82,003-smart_city,2,WiFi setup implemented correctly through Fabric Framework,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
83,003-smart_city,3,Valid Python functions and commands used,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
84,001-smart_city,0,No Python source code provided,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
85,001-smart_city,1,No Python source code provided,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
86,001-smart_city,2,No Python source code provided,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
87,001-smart_city,3,No Python source code provided,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
88,002-smart_city,0,Basic structure and syntax check,100.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
89,002-smart_city,1,LoRa configuration is required and present in the blueprint,100.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
90,002-smart_city,2,"WiFi configuration required, but no Fabric implementation detected",0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
91,002-smart_city,3,General Python code presence,100.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
92,003-smart_city,0,basic code structure missing,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
93,003-smart_city,1,lora functions missing,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
94,003-smart_city,2,wifi functions missing,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
95,003-smart_city,3,basic code commands missing,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
96,001-smart_city,0,Basic code structure and syntax check,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
97,001-smart_city,1,LoRa setup and configuration functions check,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
98,001-smart_city,2,WiFi setup and configuration functions check,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
99,001-smart_city,3,Correct Python functions and commands check,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
100,002-smart_city,0,Basic code structure check failed,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
101,002-smart_city,1,LoRa configuration implementation check,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
102,002-smart_city,2,WiFi framework setup and function call,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
103,002-smart_city,3,Basic python command implementation check,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
104,003-smart_city,0,No Python Code,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
105,003-smart_city,1,No Python Code,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
106,003-smart_city,2,No Python Code,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
107,003-smart_city,3,No Python Code,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
108,001-smart_city,0,"Valid Python code with function definitions, calls, and execution.",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
109,001-smart_city,1,Implements LoRa functions as required by the blueprint using gRPC calls.,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
110,001-smart_city,2,"Implements WiFi configuration as required by the blueprint, setting up AP and stations",80.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
111,001-smart_city,3,Valid Python code with functions and commands.,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
112,002-smart_city,0,"Valid Python, defines functions, calls, and has enough code. However, some executions could be better managed in try-except blocks for robustness",80.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
113,002-smart_city,1,"LoRa setup implemented using gRPC, functions correctly configured, but some blueprint parameters are not implemented",80.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
114,002-smart_city,2,"WiFi setup implemented, but file writing may not be the correct way to configure WiFi",40.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
115,002-smart_city,3,"Code is valid, but some implementations should be improved",60.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
116,003-smart_city,0,"Valid Python code, functions, calls, variables, and execution present",100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
117,003-smart_city,1,LoRa configuration using gRPC aligns with blueprint requirements,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
118,003-smart_city,2,"WiFi configured, but Fabric Framework not used",60.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
119,003-smart_city,3,Correct Python functions/commands are present,100.0,mistral-large-2411,large,real,gemini-2.0-flash-exp,large
120,001-smart_city,0,Basic code structure and functionality,80.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
121,001-smart_city,1,LoRa configuration and gRPC usage,60.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
122,001-smart_city,2,WiFi configuration using Fabric framework,80.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
123,001-smart_city,3,General Python code correctness,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
124,002-smart_city,0,"Valid Python code, functions, calls, variable declarations, instruction execution",100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
125,002-smart_city,1,LoRa setup using gRPC as required,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
126,002-smart_city,2,"WiFi setup using Fabric Framework, implements WiFi functions",100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
127,002-smart_city,3,Valid Python code and functions,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
128,003-smart_city,0,Valid Python code with functions and instructions,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
129,003-smart_city,1,LoRa setup using gRPC as required by blueprint,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
130,003-smart_city,2,WiFi setup using Fabric Framework as required by blueprint,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
131,003-smart_city,3,Code is valid and functional,100.0,gemini-exp-1206,large,real,gemini-2.0-flash-exp,large
132,001-smart_city,0,"Valid Python code with functions, calls, variable declarations, and significant length.",100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
133,001-smart_city,1,Implements LoRa setup using gRPC calls as required.,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
134,001-smart_city,2,Implements WiFi setup using Fabric as required.,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
135,001-smart_city,3,Valid Python code with correct functions.,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
136,002-smart_city,0,"Valid Python code with functions, calls, and sufficient lines.",100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
137,002-smart_city,1,"LoRa setup via gRPC mostly implemented, but WiFi parameters usage not checked.",80.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
138,002-smart_city,2,"WiFi setup implemented using Fabric, but setup not verified agains JSON info.",60.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
139,002-smart_city,3,Correct python functions implemented.,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
140,003-smart_city,0,"Code has functions, calls, variable declarations and instructions",100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
141,003-smart_city,1,LoRa setup implemented using gRPC calls as required,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
142,003-smart_city,2,"WiFi AP configuration implemented using subprocess calls, stations with dnsmasq, but not Fabric Framework",60.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
143,003-smart_city,3,Code is valid Python and provides correct functions and commands,100.0,gemini-2.0-flash-exp,large,real,gemini-2.0-flash-exp,large
144,001-smart_home,0,Basic structure and syntax check,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
145,001-smart_home,1,"LoRa configuration with gRPC, but WiFi parameters not used",80.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
146,001-smart_home,2,"WiFi configuration using Fabric, implements functions",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
147,001-smart_home,3,Code provides Python functions and commands,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
148,002-smart_home,0,"Valid Python, functions, calls, declarations, and execution present",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
149,002-smart_home,1,"No LoRa required, no LoRa functions used",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
150,002-smart_home,2,WiFi setup implemented using Fabric Framework,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
151,002-smart_home,3,Valid Python code and functions present,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
152,003-smart_home,0,"Valid Python code with functions, calls, and sufficient lines.",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
153,003-smart_home,1,"No LoRa required, and no LoRa functions implemented",100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
154,003-smart_home,2,WiFi setup implemented using Fabric Framework,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
155,003-smart_home,3,Code provides correct Python functions and commands,100.0,codestral-2501,large,real,gemini-2.0-flash-exp,large
156,001-smart_home,0,"Basic checks: functions, calls, var declarations, code lines, and execution presence",0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
157,001-smart_home,1,LoRa functions and setup via gRPC (unmatched),0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
158,001-smart_home,2,WiFi functions and setup via Fabric Framework (unmatched),0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
159,001-smart_home,3,General purpose functions (unmatched),0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
160,002-smart_home,0,Basic syntax check and code structure,40.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
161,002-smart_home,1,LoRa configuration and usage,60.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
162,002-smart_home,2,WiFi configuration and usage,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
163,002-smart_home,3,Basic Python functions and commands,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
164,003-smart_home,0,The PYTHON SOURCE-CODE does not contain python statements,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
165,003-smart_home,1,"LoRa setup is not expected, but source-code is empty",0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
166,003-smart_home,2,"WiFi setup is expected, but source-code is empty",0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
167,003-smart_home,3,The PYTHON SOURCE-CODE does not contain python statements,0.0,google/codegemma-7b-it,small,real,gemini-2.0-flash-exp,large
168,001-smart_home,0,Basic code structure and function calls,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
169,001-smart_home,1,LoRa configuration not required,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
170,001-smart_home,2,"WiFi setup is required in the blueprint, but NO code is provided",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
171,001-smart_home,3,"The code is empty, hence no functions or commands are present.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
172,002-smart_home,0,basic checks pass,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
173,002-smart_home,1,"lora setup not required, and lora functions are absent",100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
174,002-smart_home,2,wifi setup required and missing,0.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
175,002-smart_home,3,basic checks pass,100.0,codellama/CodeLlama-7b-Instruct-hf,small,real,gemini-2.0-flash-exp,large
